Product Name,Product Link,Image Link,Product Price,Product Description
Air Jordan 1 Hi FlyEase,https://www.nike.com/t/air-jordan-1-hi-flyease-mens-shoes-VjGcGX/CQ3835-517,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e50c3d5a-8634-4960-a964-2d8eb0b5e7ac/air-jordan-1-hi-flyease-mens-shoes-VjGcGX.png",$105.97,"The Air Jordan 1 Hi FlyEase combines the coveted style of Michael Jordan's first signature sneaker with a quick and easy one-handed entry system. There are no laces to tie, just a wraparound zipper and two straps to secure a custom fit.Shown: Dark Concord/White/Black/TaxiStyle: CQ3835-517"
Nike Force 1 Low ASW,https://www.nike.com/t/force-1-low-asw-little-kids-shoes-gRcv7N/FJ3483-100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/742e2f04-b7d0-499e-b4f6-e1e9ad36dd23/force-1-low-asw-little-kids-shoes-gRcv7N.png",$63.97,"The Nike AF1s are a legend. First on the basketball courts in the '80s, now wearable everywhere from class to the playground. They've been an icon for decades—meaning a long time! Smooth, durable leather is built to last for many days of play. Bright colors pop for this special all-star edition.Shown: White/Pink Glow/Speed Yellow/Multi-ColorStyle: FJ3483-100"
Nike Court Legacy Lift,https://www.nike.com/t/court-legacy-lift-womens-shoes-x0B6BB/DM7590-102,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3b4441be-bb1e-4f08-961b-7fe292cab88a/court-legacy-lift-womens-shoes-x0B6BB.png",$67.97,"Elevate your style with the Nike Court Legacy Lift. Its platform midsole delivers a bold statement on top of the classic, easy-to-wear design. And don't worry, we've kept the fit you love.Shown: White/Summit White/Coral Chalk/Sea CoralStyle: DM7590-102"
Nike Air Force 1 '07 LX,https://www.nike.com/t/air-force-1-07-lx-mens-shoes-7Xt6gz/DV0791-100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/dc27a6e1-e954-4238-9fc0-35c3f2161cb3/air-force-1-07-lx-mens-shoes-7Xt6gz.png",$84.97,"The holi'yays just keep coming. Unbox the AF1 for a fireside feel and a whole lotta style. The premium take on the hoops icon pairs crisp leather with seasonally perfect prints and colors. And don't worry—even if you've been naughty, you're gonna look nice.Shown: Pale Ivory/Stadium Green/University Red/BlackStyle: DV0791-100"
Jordan 1 Retro High OG,https://www.nike.com/t/jordan-1-retro-high-og-little-kids-shoes-6P4b0q/FD1412-031,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/46d0cd19-254a-448a-80cf-b5f6bbd09e8e/jordan-1-retro-high-og-little-kids-shoes-6P4b0q.png",$85,Lead your kiddo into the heart of sneaker culture with these scaled-down J's. Legendary design elements and durable materials amplify your little baller's everyday game.Shown: Black/White/Lucky GreenStyle: FD1412-031
Nike Free Metcon 4,https://www.nike.com/t/free-metcon-4-training-shoes-KX41Bv/CT3886-011,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ea2cd2e3-7d73-4380-a3a7-1b6aff7eabab/free-metcon-4-training-shoes-KX41Bv.png",$120,"The Nike Free Metcon 4 combines flexibility with stability to help you get the most out of your training program. Updated ""chain-link"" mesh cools and flexes as you speed through agility drills, while support at the midfoot and heel braces you for your heaviest sets in the weight room.Shown: Iron Grey/Grey Fog/White/BlackStyle: CT3886-011"
KD Trey 5 IX,https://www.nike.com/t/kd-trey-5-ix-basketball-shoes-1HJf9Q/CW3400-001,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e271c09d-ea09-4c52-8c8b-d38eb7967e7b/kd-trey-5-ix-basketball-shoes-1HJf9Q.png",$63.97,"Kevin Durant is on the court every day, going hard and getting better. The KD Trey 5 IX is built to keep up with his furious work ethic. It gives him the sensation of cloud-like cushioning and broken-in comfort he likes, so he stays fresh and focused.Shown: Black/White/Bright Crimson/University RedStyle: CW3400-001"
Air Jordan 1 Mid SE Craft,https://www.nike.com/t/air-jordan-1-mid-se-craft-big-kids-shoes-VJv0Nj/DZ4466-102,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/39342a4d-2c36-4f3b-8d3b-3f8ae8037a96/air-jordan-1-mid-se-craft-big-kids-shoes-VJv0Nj.png",$102.97,"Keep things fresh with an ""inside-out"" flip of the iconic AJ1. Featuring exposed-foam accents and special stitching on the Swoosh, these J's are stylish enough for lunchroom 'fit checks—and comfortable enough for all your playground heroics.Shown: Sail/Fossil Stone/Celestial Gold/Taupe HazeStyle: DZ4466-102"
Air Jordan 1 Low G,https://www.nike.com/t/air-jordan-1-low-g-golf-shoes-jChrQ3/DD9315-108,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/23d84f57-4c87-4a50-9120-df01e2e29d6d/air-jordan-1-low-g-golf-shoes-jChrQ3.png",$140,"Feel unbeatable, from the tee box to the final putt. Inspired by one of the most iconic sneakers of all time, the Air Jordan 1 G is an instant classic on the course. With Air cushioning underfoot, a Wings logo on the heel and an integrated traction pattern to help you power through your swing, it delivers all the clubhouse cool of the original AJ1—plus everything you need to play 18 holes in comfort.Shown: White/Phantom/Volt/BlackStyle: DD9315-108"
Nike Air Max Bliss SE,https://www.nike.com/t/air-max-bliss-se-womens-shoes-rJ0q5H/FB9752-100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ea43b399-cfba-41a0-98e2-2694423e7b57/air-max-bliss-se-womens-shoes-rJ0q5H.png",$100.97,"Intertwining functionality with fashion, the Air Max Bliss lets you bring chic style outdoors. From rustic colors to desert-inspired textures (including faux snakeskin), it delivers the perfect amount of wild. 2-tone laces nod to traditional hiking boots, while the plush design pairs soft cushioning with pillowy padding around the ankle. Where will your adventure take you?Shown: Pale Ivory/Summit White/Oatmeal/Picante RedStyle: FB9752-100"
Nike Air Force 1 LE,https://www.nike.com/t/air-force-1-le-big-kids-shoes-3JNSvS/DH2920-111,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d9f1d9ee-a848-4a36-aab9-48b241078ebb/air-force-1-le-big-kids-shoes-3JNSvS.png",$90,"This is what legends are made of. The Nike Air Force 1 LE brings back the ’82 hardwood icon into an everyday style in all-white or all-black. The durability, feel and Air are still there for those who love a classic.Shown: White/WhiteStyle: DH2920-111"
"KD15 ""What The""",https://www.nike.com/t/kd15-what-the-basketball-shoes-10P3rj/FN8010-500,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/50beb576-0cc7-4cce-a390-afa2b2b8bf89/kd15-what-the-basketball-shoes-10P3rj.png",$150,"Kevin Durant's current catalog is stacked with heat, always-on-demands and new drops that are hunted after online. We dug into his latest inventory and came up with a greatest hits of sorts, pulling some of your favorite colors from the KD15 signature line and melded them together in a look that’ll send sneakerheads and hoop fans into a frenzy. The KD15 is stripped down to provide just what he wants: plenty of cushion and comfort, a secure fit and a broken-in feel, vital for players like KD who never stop moving.Shown: Action Grape/White/Black/Pink FoamStyle: FN8010-500"
Luka 1,https://www.nike.com/t/luka-1-basketball-shoes-69X9Vs/DN1772-305,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/71bb7ce2-84b6-4889-b0af-08e01fc6001c/luka-1-basketball-shoes-69X9Vs.png",$110,"Designed for #77 and made for every athlete craving speed and efficiency, Luka's debut delivers the goods. The first shoe with full-length Formula 23 foam, it has an ultra-supportive fit crafted with the step-back in mind. Meanwhile, strong and lightweight Flight Wire cables keep you feeling contained, whether you're playing indoors or out. This is the assist you've been waiting for—get out there and make your shot.Shown: Mint Foam/Court Purple/Dark Concord/Racer PinkStyle: DN1772-305"
Nike Waffle Debut Vintage,https://www.nike.com/t/waffle-debut-vintage-womens-shoes-rfRkv2/DX2931-001,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/36457b23-daa1-4464-b90e-cc8f54d3c38c/waffle-debut-vintage-womens-shoes-rfRkv2.png",$68.97,"We got a secret: these retro kicks are brand spanking new. Done in fuzzy suede and airy textile, they deliver era-echoing, '70s style with modern comfort. An updated wedge midsole gives the cushioning a serious boost, while maintaining the iconic Waffle outsole you know and love.Shown: Light Bone/Team Gold/Gum Medium Brown/SailStyle: DX2931-001"
Nike Blazer Low '77,https://www.nike.com/t/blazer-low-77-big-kids-shoes-n2Bf0L/DA4074-101,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/afb16b6d-c592-4810-b38c-aa094f12c514/blazer-low-77-big-kids-shoes-n2Bf0L.png",$70,The Nike Blazer Low '77 has transcended the basketball court to become an everyday classic and is ready to land on your feet. Tuck your toes into this icon for an old-school look that keeps you comfy on all your adventures.Shown: White/Total Orange/BlackStyle: DA4074-101
Jordan 1 Mid SE Craft,https://www.nike.com/t/jordan-1-mid-se-craft-little-kids-shoes-l7mcqh/DZ4468-102,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2fcdced4-03fb-4ace-8e77-469cd2a59af2/jordan-1-mid-se-craft-little-kids-shoes-l7mcqh.png",$80,"Start 'em young with a true icon. Sporting a suede and textile upper and a soft flexible foam sole, these J's are easy to get on in a flash. Your little one will be stunting all over the playground.Shown: Sail/Fossil Stone/Celestial Gold/Taupe HazeStyle: DZ4468-102"
Air Jordan 1 Mid SE,https://www.nike.com/t/air-jordan-1-mid-se-big-kids-shoes-D80Qnn/DV1336-800,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/64f69bf5-a8ff-4445-b0f7-60f2b26446f7/air-jordan-1-mid-se-big-kids-shoes-D80Qnn.png",$92.97,"Every time the AJ1 gets a remake, you get the classic sneaker in new colors and textures for a fresh look with a familiar feel. Premium materials and accents give modern expression to an all-time favorite.Shown: Team Orange/Sail/White/BlackStyle: DV1336-800"
Nike React Infinity 3,https://www.nike.com/t/react-infinity-3-mens-road-running-shoes-1bRq75/DH5392-401,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a65c6560-0465-442c-b95a-5b924bd0a211/react-infinity-3-mens-road-running-shoes-1bRq75.png",$111.97,"Still 1 of our most tested shoes, the Nike React Infinity 3 has soft and supportive cushioning. Its soft, stable feel with a smooth ride will carry you through routes, long and short. A breathable upper is made to feel contained, yet flexible. We even added more cushioning around the heel and ankle for a supportive sensation. Keep running, we've got you.Shown: Obsidian/White/Light Crimson/Bright SpruceStyle: DH5392-401"
Nike Air Max SYSTM,https://www.nike.com/t/air-max-systm-womens-shoes-Cz5zxV/DV6841-100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/74a133e6-c902-48f2-9e77-765a727fadf3/air-max-systm-womens-shoes-Cz5zxV.png",$100,"Looks Max. Feels Max. The Air Max SYSTM brings back everything you love about your favorite '80s vibes (without the parachute pants). Tried and true visible Nike Air cushioning pairs with a sleek, sport-inspired upper. It's Air Max delivering again.Shown: Sail/Phantom/Indigo Haze/Oxygen PurpleStyle: DV6841-100"
Nike Air Force 1 '07 FlyEase,https://www.nike.com/t/air-force-1-07-flyease-shoes-vpmlK3/FD1146-100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f8dfa191-60b3-44c1-b730-b25e0a908c35/air-force-1-07-flyease-shoes-vpmlK3.png",$110,"Quicker than 1, 2, 3—the original hoops shoe lets you step in and get going. Its easy-entry FlyEase system gives you a hands-free experience, while crisp leather dons the cleanest color for ultimate wearability. Yeah, it's everything you love and then some.Shown: White/White/WhiteStyle: FD1146-100"
Nike SuperRep Go 3 Flyknit Next Nature,https://www.nike.com/t/superrep-go-3-flyknit-next-nature-womens-training-shoes-hSZBdX/DH3393-104,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f9c93018-3dac-4b29-bc1e-576020b75e1f/superrep-go-3-flyknit-next-nature-womens-training-shoes-hSZBdX.png",$100,"The new Nike SuperRep Go 3 Flyknit is a radical design story rooted in innovation. Made with at least 20% recycled content by weight, the zoned Flyknit construction wraps your foot in 360 degrees of comfort and support. A finely ground, reclaimed foam midsole gives you responsive cushioning for high-impact training. The lightweight, packable design lets you keep them close, no matter where your next workout takes you.Shown: Oatmeal/Sail/Dark Russet/BlackStyle: DH3393-104"
Air Jordan 1 Retro High OG,https://www.nike.com/t/air-jordan-1-retro-high-og-womens-shoes-LcJVSj/FD2596-700,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/dce802d5-316c-4188-ac85-27407a749f09/air-jordan-1-retro-high-og-womens-shoes-LcJVSj.png",$180,"Game on! Inspired by MJ's high school days, this energetic colorway brings A+ energy to the streets. Bold bursts of Game Royal and Varsity Maize let you join the team in style, while subtly weathered leather ups the vintage appeal. Crafted details like the woven tongue label, hangtag and Wings logo add a premium boost to any 'fit. And the finishing touch? Nike Air cushioning underfoot lets you keep pace, so nothing holds you back from showing off your legendary look.Shown: Varsity Maize/Sail/Game RoyalStyle: FD2596-700"
Nike Precision 6,https://www.nike.com/t/precision-6-basketball-shoes-l7zDFB/DD9535-006,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ac39d0d5-8f92-436b-9d95-23adeb7c2c7b/precision-6-basketball-shoes-l7zDFB.png",$63.97,"Create space, stop on a dime, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low-top lets you make the most of your skills while pushing the tempo of the game.Shown: Phantom/Team Red/Light Crimson/Metallic GoldStyle: DD9535-006"
